node;eigenvector;pagerank;closeness;degree;clustering_coeffs
6NwYl6JuXxC9H8T0hkNg6Q;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5rI6C5mJm6GYXbGHhpHTu9;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0cbL6CYnRqpAxf1evwUVQD;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3I5WNQR2o5jkAibQVWqdqs;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6YqdtpUutxodni6lUD4stM;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
3cbd5GWGOknxmFAe77MDbk;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2TM0qnbJH4QPhGMCdPt7fH;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
53M4Iv2RkzzxFFvW2B1jhC;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7bu3H8JO7d0UbMoVzbo70s;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5K6cIE6i4ZIWFlrpzi2T5u;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7EP6QHjz7FSJZBVjDuAmas;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4sWyw0OrBKwmiaPOAuTuig;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0qT79UgT5tY4yudH9VfsdT;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2PBhJmRqee1QAyQU2kBu1H;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
62USA8ccl2yj1sSVyqL2LR;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0NRCBhMWztpOQkRkrepakm;0.0009233844873238332;0.0038818608006792603;0.008870408870408871;0.002079002079002079;0.0
2zUQjYvy0TevSi4d3PjqQO;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
2a3EJeQjcAelthFGr5bzQC;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
0C3z9wx7oGwZ6SuJhrvBKM;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1lQnDEcvFAWaUjbyZiHKih;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0KtaCKmTMIQZsxlOgyNa04;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7FBcuc1gsnv6Y1nwFtNRCb;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4uAXlCewJdAu44uAHehKfd;0.09749493272785197;0.010790284461280317;0.011333914559721013;0.006237006237006237;0.0
34uGMERnU9XHnmQDnK03Gj;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3RGLhK1IP9jnYFH4BRFJBS;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4S2yOnmsWW97dT87yVoaSZ;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2ojY7fXJxZQhg8Rx5e8h9G;1.5473567809898905e-31;0.010269388026455117;0.004158004158004158;0.004158004158004158;0.0
3yY2gUcIsjMr8hjo51PoJ8;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4jIvmo6hfAQ04NSOWPVVA3;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6yhD1KjhLxIETFF7vIRf8B;1.5473567809898905e-31;0.010269388026455117;0.004158004158004158;0.004158004158004158;0.0
3ijila8dsJCViL148nKkW9;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3vAaWhdBR38Q02ohXqaNHT;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
08JjzDgK2ltxMBWlez1YyH;4.807100832554468e-27;0.009141791347808665;0.004677754677754678;0.004158004158004158;0.0
3ktAhWMnoYiz6UpBEKfv5i;4.807100832554468e-27;0.009141791347808665;0.004677754677754678;0.004158004158004158;0.0
0r3Nr12KW6sMFbgdzbJtgj;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3AwNBhYb8tZmJ5m0VIKHp2;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3n16EAnJtz6SZGx2zJssrI;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6cYpGRwsphKMAdkYw2KuXS;0.0013850767309857499;0.006750245278333783;0.009504009504009503;0.004158004158004158;1.0
0ntVZReCfBFQctUiiaTaeu;0.0027701534619715;0.026583502261300705;0.016632016632016633;0.016632016632016633;0.03571428571428571
6byQKddO1b34lXC2ZEjehQ;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5sdxGvwxI1TkTA6Pu2jnTb;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1qC3LsWlbrRCPVRooOX81u;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7w9jdhcgHNdiPeNPUoFSlx;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3yX8kCojnUAJJ1eWGZT38j;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2F8GvYuY0lfZNYu45dY6gJ;4.016077516644194e-15;0.019952499565139194;0.010395010395010396;0.010395010395010396;0.0
4F84IBURUo98rz4r61KF70;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
6JqiYCJwtFqBMCvX772Pw2;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7HhjcR2DpkXelO9wMrmrir;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5LosISMzDQRNU8Y59rM5ED;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5R3NywPPOyhLfdvutgg0me;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
06QVnTCdjs4jPKO0487EGV;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7MTotDfi3oohb0PBdlFsA5;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
64Vp34MYbR0NRjkveSuZMY;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
28Ay5v0M2uegKIswk4dUWQ;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5LfGQac0EIXyAN8aUwmNAQ;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
70B8WzgEFajrIE820yi08H;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
41nB823nb3wxEI25UeGHqG;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3loTvAld5Tpk5aSNbboGpj;0.6779894548340124;0.028796489519365524;0.01673101673101673;0.018711018711018712;0.027777777777777776
2KGbvHE2WfRazq4yE3pcWi;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2L1ldSV7eVssSmGfPAZyKc;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7JuLr3YC53QjWBcw2el44G;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6Shas1ACrMl25XHgTrzxeo;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0FINyNBXqnTlRC4dvpSeSb;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6OO01j5rLKCyPg4i3FuzIT;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
036IY6CphXdsPiqIXdqvCP;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3HXSUfI76zVZk71UMAeVfp;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6FBDaR13swtiWwGhX1WQsP;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1Vokrr21dze8HRk1oeWq9o;1.5473567809898905e-31;0.010269388026455117;0.004158004158004158;0.004158004158004158;0.0
6GTwMrB4u3hwcUyc9sU1UL;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2WjMknfXoWEZL4X5QbGd3z;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
74XFHRwlV6OrjEM0A2NCMF;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2p4FqHnazRucYQHyDCdBrJ;1.5473567809898905e-31;0.010269388026455117;0.004158004158004158;0.004158004158004158;0.0
1nwPEi1UZdJtCxBqATpsq3;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4cDXms9IAR2Fy7iLt0lz0Q;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5yLMeTi9Jxg5LLssjYz5s1;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
58tsj94tcDnxNnMhHkIc2E;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
0jz8mea3EKbqvOxZY6skBz;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3nc8VYKBqtooEzkV1S1orW;0.0009233844873238332;0.0038818608006792603;0.008870408870408871;0.002079002079002079;0.0
4QS6cBjYsUxt7UyRVomTS4;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
059ysTnWcrm4yFwTr0NDjc;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
066X20Nz7iquqkkCW6Jxy6;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
30j6YCWLSp59jLF7yIYZWq;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
40D2LUlV5SqxWG3ux2DhFe;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6rY1h3kpqbTquyR3qYWo08;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
46gyXjRIvN1NL1eCB8GBxo;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1nYKikHu8WWMKYVTcNyyzs;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6eouuqqGggqDlYRV63cgPo;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
677o3tYf3N8f8Ef4XY2tZa;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0qc4X567Fs1DUbQ7bS2XSJ;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5B38ZGYpd0msq1LKOyz2r9;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1v1khTmozNfxB2ET1Ep288;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2P560DaOMNDUACoH8ZhOCR;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
29lz7gs8edwnnfuXW4FhMl;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0ZDbrXYXNaO94VjgXjdFh7;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2aYJ5LAta2ScCdfLhKgZOY;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7oPftvlwr6VrsViSDV7fJY;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
21fmCv0mg9Xwnv3WE4mFKu;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3jO7X5KupvwmWTHGtHgcgo;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
2wzMOQwNT6ZvVB4amvhFAH;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
5pyF7nerLdGc4ZV3U72tdQ;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0EdvGhlC1FkGItLOWQzG4J;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4ohX8O3IjjDnsc4y2OBe1t;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3Z6IRCo7umuk8K2XQy0ZDj;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6RjsbK9T7d1UQD1PFEYYGt;0.3120855932949266;0.0065682030807977755;0.01097972972972973;0.004158004158004158;1.0
4GBFKKuwmZUnAJt6nBal7A;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7An4yvF7hDYDolN4m5zKBp;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1SQRv42e4PjEYfPhS0Tk9E;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
38vf1Wys8uNYdbZQwtGpmr;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1IguwRyjy5JKRb9ErCQsq1;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
26T3LtbuGT1Fu9m0eRq5X3;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
7yvvL4p6VhBe8iLfoM0PHR;1.094146472752939e-31;0.0054278322571130804;0.002772002772002772;0.002079002079002079;0.0
05L6VMY7Cbr5TvxqeDoREh;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1kNQXvepPjaPgUfeDAF2h6;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
4JgXlDN8sCvwjFeFlWnsuf;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
55Qe4QsMyFgVhb16jkEftW;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2HwptwPQ4lvpYimzOJcYoY;0.010755781778234172;0.0043904262103956595;0.006629270780214177;0.002079002079002079;0.0
2xZHADRPl17tm8FPthebhR;1.0461595167745902e-11;0.013499198643968712;0.008662508662508664;0.008316008316008316;0.16666666666666666
0MzWXIO3Z73PfIwg0UUGHm;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6n4SsAp5VjvIBg3s9QCcPX;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0cAOG10Gh3ORpBRZ9c7Zam;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
45pZaQrcKOOYDf0GrmQvqQ;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4FZ3j1oH43e7cukCALsCwf;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
1MuQ2m2tg7naeRGAOxYZer;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
3cMEiDsx9VpGvF71hUGswS;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
47jBQjRmURjRn3XfLIaHvV;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2N2EFVDEbp2JB8ulEUVIxp;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4fLCFZWbgAALL8veJBj8lX;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5kQGFREO5FzMBMsAO3cEtj;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6aWektyglfpO0k93ns3J1Z;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4jPsY1s2yZz5GbsY3o7G1w;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
2jkl2xJVm71azWAgZKyf42;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
61OnUq2Pb2GDDGlrHb7I6U;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3Ayl7mCk0nScecqOzvNp6s;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
278SwmY0rSNHyaCq9JJt48;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5gcvW6H0e7pudeOGevacuw;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1Z13YUXbUmdKwDO4RtVgyx;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0yNLKJebCb8Aueb54LYya3;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
7mCLESNi2TWfJcmHA6z0we;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
1kfCwVVXg1E5gFZQPM152L;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1nVq0hKIVReeaiB3xJgKf0;9.05313094921412e-12;0.010161589305255505;0.007425007425007426;0.006237006237006237;0.3333333333333333
0RfocEzLe78RexLTeU1K2p;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
1gl0S9pS0Zw0qfa14rDD3D;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
0MK8l3nURwwQIjafvXoJJt;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2DEOeaIzp8CWyw3Sh9CqrR;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7mnBLXK823vNxN3UWB7Gfz;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
7FxVB5xQi2szfC6Us1ag9A;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
05JNHlwtdHqPJ6wcW7Mil5;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
68EB3QvNdVLkC7SAgDbHIR;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
3N8Hy6xQnQv1F1XCiyGQqA;1.5473567809898905e-31;0.010269388026455117;0.004158004158004158;0.004158004158004158;0.0
1Hy8tdpH9ygqoohumHZqVl;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
2BFdLtG6ivaiRqPFTgV1in;4.4095725719747843e-42;0.0070416841802270905;0.002079002079002079;0.002079002079002079;0.0
5NNlkZBrBpOJ7C11JwVxIj;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
5Gcpu5c7VJNaoSoAwzfqsY;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
6oFs3qk4VepIVFdoD4jmsy;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
4MiKufcWLuX6KDLzqhUgQD;1.295856911974316e-80;0.0010564547430534654;0.0;0.0;0.0
